,heading,latitude,longitude,traceid,sampledate,speed
0,59.0,53.62604023,10.13763479,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:35:54,50.0
1,51.0,53.62610189,10.13778722,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:35:55,44.0
2,44.0,53.62616327,10.13790628,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:35:56,39.0
3,38.0,53.6262229,10.13799967,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:35:57,33.0
4,36.0,53.62627315,10.1380674,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:35:58,28.0
5,36.0,53.62631531,10.13812783,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:35:59,21.0
6,37.0,53.62634452,10.13816706,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:00,15.0
7,37.0,53.62636509,10.13819362,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:01,13.0
8,38.0,53.62639914,10.13823949,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:02,16.0
9,37.0,53.62645001,10.13830512,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:03,22.0
10,37.0,53.62650879,10.1383787,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:04,27.0
11,36.0,53.62657711,10.1384695,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:05,31.0
12,35.0,53.62664609,10.13853952,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:06,36.0
13,34.0,53.62672998,10.1386306,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:07,39.0
14,34.0,53.62681067,10.13873238,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:08,41.0
15,33.0,53.62690386,10.13882283,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:09,43.0
16,33.0,53.62699903,10.13893411,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:10,43.0
17,33.0,53.62708177,10.13903004,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:11,42.0
18,33.0,53.62717032,10.13912533,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:12,42.0
19,32.0,53.62725998,10.13922367,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:13,42.0
20,31.0,53.62734249,10.13931059,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:14,40.0
21,31.0,53.62742744,10.13940311,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:16,39.0
22,30.0,53.62750545,10.13948417,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:18,37.0
23,30.0,53.62758639,10.13956732,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:19,36.0
24,30.0,53.62765845,10.13963591,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:23,34.0
25,29.0,53.62773001,10.13970608,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:33,33.0
26,29.0,53.62779672,10.13976948,wNENAPIyRNSoh5GnzoHFxQ,2024-07-08 20:36:43,31.0
