,heading,latitude,longitude,traceid,sampledate,speed
0,245.0,53.50504286,10.22067624,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:38,40.0
1,248.0,53.50499978,10.22053198,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:39,39.0
2,247.0,53.50495749,10.22037165,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:40,40.0
3,249.0,53.50491862,10.22022025,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:41,41.0
4,250.0,53.5048893,10.22004903,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:42,41.0
5,247.0,53.50485599,10.21987452,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:43,44.0
6,251.0,53.50481965,10.21971697,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:44,38.0
7,252.0,53.5047913,10.21955972,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:45,41.0
8,250.0,53.50475273,10.21941248,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:46,37.0
9,251.0,53.50472252,10.21925997,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:47,40.0
10,256.0,53.50473528,10.21908594,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:48,38.0
11,254.0,53.50472781,10.21892365,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:49,36.0
12,255.0,53.50469396,10.21877756,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:50,38.0
13,255.0,53.50465468,10.21861964,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:51,38.0
14,252.0,53.50463434,10.21845713,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:52,38.0
15,256.0,53.50461594,10.21829987,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:53,38.0
16,257.0,53.5046071,10.21813688,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:54,38.0
17,251.0,53.50457102,10.21800569,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:55,35.0
18,253.0,53.5045335,10.21786301,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:56,37.0
19,255.0,53.50452442,10.21768708,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:57,37.0
20,260.0,53.50450706,10.21753556,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:58,35.0
21,259.0,53.50448179,10.21737429,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:39:59,42.0
22,255.0,53.50444995,10.21718277,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:00,43.0
23,257.0,53.5044309,10.21701808,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:01,42.0
24,260.0,53.50441427,10.21685555,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:02,40.0
25,260.0,53.50438934,10.21668336,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:03,39.0
26,262.0,53.50437574,10.21653496,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:04,38.0
27,266.0,53.50436367,10.21637386,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:05,38.0
28,265.0,53.50433527,10.21621537,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:06,39.0
29,264.0,53.50432414,10.21604052,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:07,41.0
30,265.0,53.50431216,10.21587416,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:08,41.0
31,265.0,53.50429566,10.2156776,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:09,41.0
32,266.0,53.50428571,10.21550122,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:10,42.0
33,264.0,53.50426959,10.21530249,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:11,42.0
34,267.0,53.50426568,10.2151221,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:12,43.0
35,267.0,53.50425721,10.21495164,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:13,42.0
36,266.0,53.50424704,10.21477516,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:14,42.0
37,266.0,53.50424357,10.21459741,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:15,42.0
38,265.0,53.50424034,10.21441932,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:16,40.0
39,265.0,53.50422398,10.21423556,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:17,42.0
40,265.0,53.50421131,10.21406414,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:18,42.0
41,265.0,53.50419472,10.21387767,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:19,42.0
42,265.0,53.50419383,10.21370848,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:20,42.0
43,265.0,53.50417417,10.21352687,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:21,43.0
44,265.0,53.50416703,10.21334279,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:22,43.0
45,265.0,53.50415828,10.21316768,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:23,43.0
46,265.0,53.50414825,10.21299723,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:24,41.0
47,264.0,53.50413393,10.21282606,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:25,37.0
48,264.0,53.50413034,10.21267221,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:26,34.0
49,264.0,53.50412188,10.21253909,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:28,31.0
50,265.0,53.50408408,10.21231841,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:29,25.0
51,266.0,53.50408135,10.21220634,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:30,24.0
52,273.0,53.50407599,10.21211065,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:31,24.0
53,277.0,53.50407881,10.21200339,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:32,25.0
54,284.0,53.50409277,10.21189814,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:33,24.0
55,260.0,53.50408315,10.21180565,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:34,22.0
56,232.0,53.50406567,10.21173024,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:35,24.0
57,241.0,53.50403561,10.21163989,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:36,25.0
58,248.0,53.50401204,10.21153683,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:37,28.0
59,251.0,53.50398935,10.21142761,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:38,29.0
60,265.0,53.50400099,10.21129488,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:39,28.0
61,260.0,53.50399081,10.21117727,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:40,27.0
62,261.0,53.50398183,10.2110609,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:41,27.0
63,261.0,53.50397355,10.21097288,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:42,22.0
64,268.0,53.50396641,10.21087284,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:43,21.0
65,274.0,53.50397371,10.21077722,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:44,23.0
66,291.0,53.50399679,10.2106811,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:45,22.0
67,278.0,53.50401177,10.21059079,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:46,20.0
68,248.0,53.50400189,10.21050669,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:47,20.0
69,217.0,53.50396153,10.21044588,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:48,20.0
70,184.0,53.50391484,10.21040704,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:49,20.0
71,159.0,53.50386868,10.21041938,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:50,19.0
72,151.0,53.50383036,10.21044377,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:51,18.0
73,160.0,53.50377897,10.21048172,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:52,23.0
74,172.0,53.50371483,10.21050667,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:53,28.0
75,176.0,53.50363775,10.21052222,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:54,31.0
76,178.0,53.50355558,10.21053491,Pnl8awl7QaC7adM8CxTAOQ,2024-07-14 10:40:55,34.0
