,heading,latitude,longitude,traceid,sampledate,speed
0,270.0,53.60676188,9.87067421,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:25,34.0
1,270.0,53.60676203,9.87053354,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:26,34.0
2,270.0,53.60676257,9.87039652,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:27,33.0
3,271.0,53.60676458,9.87025622,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:28,33.0
4,270.0,53.60676652,9.87011661,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:29,32.0
5,270.0,53.60677007,9.86998155,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:30,32.0
6,271.0,53.60677179,9.86984928,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:31,31.0
7,271.0,53.6067746,9.86971863,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:32,31.0
8,272.0,53.60677717,9.86958613,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:33,31.0
9,273.0,53.60678263,9.86945034,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:34,32.0
10,273.0,53.60678609,9.86930895,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:35,32.0
11,272.0,53.6067891,9.86917358,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:36,32.0
12,272.0,53.6067915,9.86903606,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:37,33.0
13,272.0,53.60679588,9.8688977,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:38,33.0
14,272.0,53.60680194,9.86875461,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:39,33.0
15,273.0,53.60680526,9.86861578,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:40,32.0
16,274.0,53.60681359,9.86847527,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:41,33.0
17,275.0,53.60681809,9.86833011,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:42,33.0
18,275.0,53.60682824,9.86818842,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:43,34.0
19,276.0,53.60684032,9.86804483,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:44,34.0
20,276.0,53.60684934,9.86790336,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:45,33.0
21,277.0,53.60685918,9.86776351,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:46,33.0
22,277.0,53.60686782,9.86761766,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:47,33.0
23,277.0,53.60687637,9.86747648,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:48,34.0
24,277.0,53.60688607,9.86733306,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:49,34.0
25,277.0,53.6068972,9.86719209,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:50,34.0
26,277.0,53.6069086,9.86704615,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:51,34.0
27,278.0,53.60692009,9.86690356,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:52,34.0
28,278.0,53.60693294,9.86675889,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:53,34.0
29,278.0,53.60694505,9.86661597,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:54,34.0
30,277.0,53.60695484,9.86647372,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:55,33.0
31,278.0,53.60696693,9.86633674,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:56,33.0
32,278.0,53.6069781,9.86619605,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:57,33.0
33,278.0,53.60698798,9.86605243,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:58,33.0
34,278.0,53.60700014,9.86590959,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:47:59,33.0
35,278.0,53.60700999,9.86577065,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:48:00,33.0
36,277.0,53.60702139,9.86562978,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:48:01,34.0
37,277.0,53.60703333,9.86548463,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:48:02,35.0
38,277.0,53.60704121,9.86534098,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:48:03,35.0
39,277.0,53.60705336,9.8651966,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:48:04,34.0
40,277.0,53.60706114,9.86505288,5G4e2nhwQ1muhyj2XfiRRw,2024-07-14 00:48:05,35.0
