,heading,latitude,longitude,traceid,sampledate,speed
0,271.0,53.60678437984955,9.870530930934946,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:13,47.0
1,271.0,53.60678783214663,9.870327084159356,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:14,47.0
2,271.0,53.60679967451398,9.870121057747811,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:15,48.0
3,271.0,53.60680440165432,9.869917970259682,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:16,48.0
4,271.0,53.606801791797494,9.869715533073425,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:17,48.0
5,271.0,53.60680405885023,9.869521504331273,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:18,47.0
6,272.0,53.60680643146246,9.869315212277556,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:19,48.0
7,272.0,53.60681075521956,9.869112219982595,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:20,48.0
8,272.0,53.60681732810955,9.868908610110768,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:21,48.0
9,273.0,53.60682539639733,9.868706037982427,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:22,48.0
10,273.0,53.606832300243866,9.86850175432459,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:23,48.0
11,274.0,53.60684155881099,9.868295874653263,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:24,48.0
12,274.0,53.60685124606736,9.868094803403755,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:25,48.0
13,276.0,53.60686598752209,9.86789123368101,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:26,48.0
14,277.0,53.606877758595374,9.867689687019304,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:27,48.0
15,277.0,53.6068955770521,9.867486736239847,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:28,48.0
16,277.0,53.60691033273365,9.86728770870905,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:29,48.0
17,277.0,53.60692401831844,9.867088241112338,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:30,47.0
18,277.0,53.60694214548299,9.866895080325495,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:31,46.0
19,277.0,53.60695467477386,9.86670395620862,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:32,45.0
20,277.0,53.60696968075562,9.866514188170436,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:33,45.0
21,277.0,53.60698422752045,9.866327078024812,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:34,45.0
22,277.0,53.60699917371635,9.866135460380764,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:35,44.0
23,277.0,53.60701200865073,9.86595711715539,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:36,43.0
24,277.0,53.60702661456946,9.86577880139852,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:37,42.0
25,277.0,53.60704112280846,9.865605267464485,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:38,41.0
26,277.0,53.60705638328971,9.8654298300889,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:39,41.0
27,276.0,53.60706874493067,9.86525303964843,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:40,41.0
28,275.0,53.60708030619543,9.865079193513068,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:41,41.0
29,275.0,53.60709214341229,9.86491256461014,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:42,40.0
30,275.0,53.60709957077139,9.864736512455968,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:43,41.0
31,275.0,53.607110108464994,9.864562669642169,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:44,41.0
32,275.0,53.60711846814625,9.86438880003088,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:45,40.0
33,275.0,53.60712929746079,9.864222330018311,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:46,39.0
34,275.0,53.60714307340734,9.86406004002097,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:47,39.0
35,275.0,53.60715458016489,9.863895120241583,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:48,39.0
36,275.0,53.60716251882396,9.863731580508784,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:49,39.0
37,273.0,53.60717156268897,9.86356783046089,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:50,38.0
38,273.0,53.60717493876278,9.8634025736026,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:51,38.0
39,272.0,53.60717558403854,9.863238312865647,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:52,38.0
40,272.0,53.60717765257627,9.863074525465146,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:53,38.0
41,271.0,53.607180032827465,9.862914703154946,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:54,38.0
42,271.0,53.60717861996011,9.862762769310631,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:55,37.0
43,271.0,53.60717763952136,9.86261616103964,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:56,35.0
44,271.0,53.607177403369505,9.862476000558376,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:57,33.0
45,271.0,53.607177863120185,9.862351704951536,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:58,29.0
46,271.0,53.607178619072414,9.862244252463844,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:33:59,26.0
47,271.0,53.60718163303807,9.862150015408448,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:34:00,23.0
48,271.0,53.607184123126395,9.862065920240031,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:34:01,19.0
49,271.0,53.607184085355755,9.86201762442968,A7S2zwQER0CL6CXWUvnkGQ,2024-07-11 09:34:02,13.0
