,heading,latitude,longitude,traceid,sampledate,speed
0,95.0,53.60512659,9.85379851,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:38,41.0
1,97.0,53.60512472,9.85391441,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:39,26.0
2,94.0,53.60511913,9.85401551,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:40,20.0
3,93.0,53.60511551,9.85409303,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:41,17.0
4,99.0,53.60511271,9.85416554,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:42,14.0
5,104.0,53.6051086,9.85420461,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:43,9.0
6,104.0,53.60511111,9.85421174,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:44,2.0
7,103.0,53.60511295,9.85421877,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:46,1.0
8,101.0,53.60511474,9.85423028,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:47,2.0
9,96.0,53.60511568,9.85424412,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:48,3.0
10,58.0,53.60512274,9.85429456,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:49,12.0
11,19.0,53.60515762,9.85434179,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:50,17.0
12,0.0,53.60521717,9.85436895,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:51,21.0
13,358.0,53.60537245,9.85437575,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:53,17.0
14,359.0,53.60541947,9.85437341,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:55,19.0
15,1.0,53.60549188,9.85437807,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:56,27.0
16,3.0,53.60558563,9.85437941,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:57,35.0
17,5.0,53.60567191,9.85439578,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:58,35.0
18,5.0,53.605753,9.85440926,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:16:59,32.0
19,3.0,53.60583404,9.85441914,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:00,33.0
20,2.0,53.60591682,9.85442802,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:01,32.0
21,17.0,53.60600163,9.85443916,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:02,34.0
22,21.0,53.60608992,9.85444502,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:03,34.0
23,1.0,53.6061825,9.85446222,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:04,36.0
24,21.0,53.60634782,9.85446879,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:05,35.0
25,30.0,53.60644247,9.85448046,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:06,35.0
26,29.0,53.60652113,9.85448971,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:07,32.0
27,4.0,53.60658954,9.85449423,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:08,27.0
28,5.0,53.60663462,9.85449906,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:09,20.0
29,7.0,53.60668392,9.85450518,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:10,18.0
30,6.0,53.6067339,9.85450264,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:11,19.0
31,5.0,53.60678663,9.8545129,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:12,21.0
32,6.0,53.60685239,9.85452556,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:13,25.0
33,6.0,53.60692036,9.85453926,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:14,26.0
34,6.0,53.60698786,9.85455165,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:15,27.0
35,8.0,53.60707126,9.85456251,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:16,30.0
36,6.0,53.60714587,9.85457193,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:18,29.0
37,5.0,53.60728611,9.85458508,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:20,29.0
38,4.0,53.6073609,9.854599,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:21,29.0
39,1.0,53.60743056,9.85460855,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:22,28.0
40,0.0,53.60752671,9.85461403,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:24,16.0
41,3.0,53.6075513,9.85462084,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:25,10.0
42,4.0,53.60756838,9.85462897,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:26,7.0
43,3.0,53.60757715,9.85463286,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:27,4.0
44,5.0,53.60758598,9.85463827,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:28,3.0
45,351.0,53.60760305,9.85463851,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:29,7.0
46,312.0,53.60763108,9.85460285,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:30,15.0
47,275.0,53.60765297,9.85450034,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:31,24.0
48,272.0,53.60766733,9.85434568,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:32,36.0
49,274.0,53.6076749,9.85416649,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:33,41.0
50,273.0,53.6076887,9.85396463,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:34,47.0
51,273.0,53.60770318,9.85374325,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:35,51.0
52,274.0,53.60771885,9.85352853,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:36,51.0
53,273.0,53.6077289,9.85330092,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:37,54.0
54,273.0,53.60774215,9.85305214,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:38,58.0
55,274.0,53.60775842,9.85279081,bpPIhK9qQNqcVRnaYFgGQ,2024-07-10 18:17:39,62.0
56,112.0,53.61249245105123,9.864127363945824,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:15,21.0
57,113.0,53.61246931312958,9.864217894758353,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:16,23.0
58,113.0,53.61244654004281,9.864305896008007,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:17,22.0
59,113.0,53.61242560908188,9.864386778742952,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:18,21.0
60,113.0,53.61240631129075,9.864461350482191,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:19,19.0
61,113.0,53.6123867231572,9.864537044073597,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:20,19.0
62,113.0,53.61236439701794,9.864623318001447,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:21,22.0
63,113.0,53.61233989224754,9.864718010839862,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:22,24.0
64,113.0,53.612316785311926,9.864807302027849,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:23,23.0
65,113.0,53.612296061673945,9.86488738026906,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:24,21.0
66,113.0,53.61227694768575,9.864963984993835,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:25,19.0
67,113.0,53.61225865577609,9.865035929972636,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:26,19.0
68,111.0,53.612239386523235,9.86511314078501,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:27,19.0
69,111.0,53.61222150244341,9.865188003472502,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:28,19.0
70,111.0,53.61220517902644,9.865256333394992,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:29,17.0
71,111.0,53.61219002393118,9.8653197725532,1WuAi7ZSMyqEkCrMtVPdw,2024-07-10 18:26:30,16.0
