,heading,latitude,longitude,traceid,sampledate,speed
0,259.0,53.436037,10.310337,5N8JYdxkRqOzXbnxOu8yrg,2024-07-12 16:48:59,71.0
1,252.0,53.435572,10.307392,5N8JYdxkRqOzXbnxOu8yrg,2024-07-12 16:49:09,72.0
2,72.0,53.435552,10.307441,RMXywRBOGJ6sGBqzyng,2024-07-12 12:10:35,55.0
3,76.0,53.435894,10.309443,RMXywRBOGJ6sGBqzyng,2024-07-12 12:10:44,55.0
4,82.0,53.436177,10.311921,RMXywRBOGJ6sGBqzyng,2024-07-12 12:10:55,54.0
5,30.0,53.43555487087707,10.301299042694744,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:03,68.0
6,30.0,53.43569921407778,10.30144800061283,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:04,68.0
7,34.0,53.43584015914014,10.301605887229195,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:05,68.0
8,34.0,53.43584015914014,10.301605887229195,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:06,68.0
9,38.0,53.43610772619794,10.301950258754031,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:07,67.0
10,34.0,53.436242961263105,10.302117866967306,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:08,67.0
11,31.0,53.436383098228355,10.302274870832909,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:09,67.0
12,28.0,53.43653158432813,10.302417551989429,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:10,67.0
13,23.0,53.436682786476545,10.302543577689448,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:11,67.0
14,19.0,53.436838260019165,10.302648425473356,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:12,67.0
15,14.0,53.43700103717726,10.302733596222698,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:13,67.0
16,10.0,53.437164733863625,10.302794287082762,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:14,67.0
17,6.0,53.43733307132904,10.302834165114117,Kjp7sAbQwG1UqNGSa8qnA,2024-07-12 16:27:15,67.0
18,70.0,53.43554123304784,10.307399751618505,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:05,50.0
19,70.0,53.43557492829859,10.307595552876592,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:06,48.0
20,72.0,53.43561289831996,10.30778699554503,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:07,48.0
21,72.0,53.435647138394415,10.30798145569861,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:08,48.0
22,73.0,53.43568188138306,10.30817348510027,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:09,47.0
23,74.0,53.435712601058185,10.308365765959024,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:10,47.0
24,74.0,53.43573992606253,10.308562237769364,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:11,47.0
25,74.0,53.435772908851504,10.30874420888722,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:12,47.0
26,75.0,53.43579843174666,10.308932298794389,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:13,46.0
27,75.0,53.435829654335976,10.30912483111024,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:14,47.0
28,75.0,53.43585903290659,10.309317279607058,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:15,47.0
29,76.0,53.43589214142412,10.309506207704544,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:16,47.0
30,75.0,53.4359206398949,10.309693794697523,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:17,46.0
31,77.0,53.43595085665584,10.30988565646112,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:18,48.0
32,78.0,53.4359785169363,10.31008749268949,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:19,49.0
33,78.0,53.43600881751627,10.310286395251753,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:20,51.0
34,78.0,53.436034047044814,10.310500049963592,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:21,51.0
35,78.0,53.43606221023947,10.310709932819009,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:22,52.0
36,79.0,53.43608672730625,10.310929287225008,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:23,52.0
37,80.0,53.43610629905015,10.311145205050709,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:24,52.0
38,80.0,53.43612666707486,10.311362547799945,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:25,51.0
39,80.0,53.43614439480007,10.311565306037664,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:26,51.0
40,79.0,53.436161410063505,10.31176739372313,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:27,50.0
41,82.0,53.43618106562644,10.311976186931131,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:28,49.0
42,81.0,53.43619606923312,10.312188668176532,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:29,49.0
43,82.0,53.43621036037803,10.312392599880695,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:30,48.0
44,83.0,53.436222011223435,10.312596447765827,zIyD4N5QJSboUwyyJT52g,2024-07-12 15:18:31,47.0
45,30.0,53.435613143134425,10.301346132869629,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:33,73.0
46,30.0,53.4356924036088,10.301425764076615,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:34,74.0
47,34.0,53.43585629999999,10.3015696,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:35,73.0
48,39.0,53.43605857042472,10.301874558621222,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:36,71.0
49,38.0,53.436127814381265,10.30196822086398,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:37,70.0
50,34.0,53.43626889621704,10.302144291220875,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:38,69.0
51,28.0,53.436488185370784,10.302374095579497,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:39,68.0
52,26.0,53.436564831525885,10.302441615150574,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:40,68.0
53,20.0,53.436725687076944,10.302561575614106,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:41,70.0
54,14.0,53.436985844438,10.302704264878408,F7rPMd16SG3JrJUQAkeuA,2024-07-12 14:31:42,74.0
